University_name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate
Arkansas Tech University,No,0.03442817570241393,0.06310457765252495,0.14409312568821772,0.11578947368421053,0.4725274725274725,0.10992254951752159,0.04295855278223036,0.05785123966942149,0.1371374527112232,0.15775401069518716,0.11450381679389313,0.5157894736842106,0.47368421052631576,0.4584450402144773,0.078125,0.02927592512300413,0.35185185185185186
Assumption College,Yes,0.04278008039489305,0.06200015233452662,0.07173194903256253,0.23157894736842105,0.5494505494505495,0.049803199593702385,0.03150904511106022,0.4989669421487603,0.6525851197982345,0.1800356506238859,0.03816793893129771,0.8947368421052632,0.9078947368421053,0.3029490616621984,0.46875,0.07378362584123513,0.7222222222222222
Auburn University-Main Campus,No,0.1555203798971112,0.2558839210907152,0.47742645902155106,0.25263157894736843,0.5274725274725275,0.511776282376841,0.07854362262422716,0.20454545454545456,0.33937578814627994,0.22459893048128343,0.2531297709923664,0.8105263157894737,0.881578947368421,0.38069705093833783,0.28125,0.06514977284295059,0.5462962962962963
Augsburg College,Yes,0.012100889342469747,0.016794881559905554,0.034922133081642284,0.11578947368421053,0.23076923076923078,0.0614207719654647,0.033203572246393406,0.49390495867768597,0.4085750315258512,0.19786096256684493,0.10687022900763359,0.6,0.5394736842105263,0.2761394101876676,0.484375,0.08765811450223387,0.4444444444444444
Augustana College IL,Yes,0.03744819111490638,0.060400639805011806,0.0726757904672015,0.3684210526315789,0.6593406593406593,0.05748476383951244,0.0016945271353331806,0.5688533057851239,0.37720680958385877,0.19786096256684493,0.08717557251908396,0.7368421052631579,0.7763157894736842,0.2734584450402145,0.625,0.11374818557128584,0.5648148148148148
Augustana College,Yes,0.014162830899964594,0.024868611470789854,0.04263017146452729,0.21052631578947367,0.5384615384615384,0.03802691721686135,0.013693611174719487,0.446797520661157,0.23076923076923078,0.22459893048128343,0.11770992366412214,0.6105263157894737,0.6052631578947368,0.2117962466487936,0.46875,0.06946669934209286,0.5462962962962963
Austin College,Yes,0.018057609397454856,0.027648716581613223,0.0408997955010225,0.43157894736842106,0.7142857142857143,0.031138902996444895,0.0006411724295855278,0.4617768595041322,0.40384615384615385,0.1354723707664884,0.13740458015267176,0.7684210526315789,0.9342105263157895,0.28150134048257375,0.515625,0.15410862065715308,0.5648148148148148
Averett College,Yes,0.01137192010497157,0.018432477721075483,0.02155104609092339,0.15789473684210525,0.34065934065934067,0.020251396648044692,0.02459354247767346,0.3917871900826446,0.3712168978562421,0.2914438502673797,0.16793893129770993,0.5368421052631579,0.5657894736842105,0.5335120643431636,0.171875,0.0629064791599902,0.35185185185185186
Baker University,Yes,0.010851227792472872,0.015652372610252114,0.026899480887210947,0.21052631578947367,0.4175824175824176,0.02599669883189436,0.02129608426837646,0.3243801652892562,0.3656998738965952,0.1354723707664884,0.3053435114503817,0.5263157894736842,0.5789473684210527,0.22788203753351208,0.328125,0.05561106188851396,0.5092592592592593
Baldwin-Wallace College,Yes,0.03351175723241622,0.049280219361718336,0.09863142991977347,0.30526315789473685,0.5714285714285714,0.08186262061960387,0.06681932676894893,0.44705578512396693,0.4145649432534678,0.4028520499108734,0.11450381679389313,0.631578947368421,0.6578947368421053,0.4048257372654156,0.3125,0.09237091635719268,0.6944444444444444
Barat College,Yes,0.0037489846499906276,0.004570035798613756,0.011955324838760422,0.14736842105263157,0.2967032967032967,0.009966988318943626,0.012136478131440347,0.37964876033057854,0.39722572509457754,0.1800356506238859,0.03816793893129771,0.5157894736842106,0.6973684210526315,0.19302949061662197,0.546875,0.11595377683940657,0.5648148148148148
Bard College,Yes,0.03809384958240476,0.029172061847817808,0.03932672644329086,0.5157894736842106,0.8351648351648352,0.02745683087861859,0.0006411724295855278,0.8741735537190083,0.6976670870113493,0.2914438502673797,0.07633587786259542,0.9473684210526315,0.9736842105263158,0.2117962466487936,0.46875,0.20185872905159574,0.6388888888888888
Barnard College,Yes,0.05029887738737425,0.05065123010130246,0.07802422526348907,0.5473684210526316,0.945054945054945,0.06291264601320468,0.003114266086558278,0.8050619834710744,1.0,0.22459893048128343,0.0916030534351145,0.7894736842105263,0.9078947368421053,0.2091152815013405,0.515625,0.17708824250193225,0.75
Barry University,Yes,0.018932372482452667,0.027115545738441618,0.038382885008651876,0.17894736842105263,0.3956043956043956,0.05307262569832402,0.143943210441951,0.46229338842975204,0.564312736443884,0.22459893048128343,0.2366412213740458,0.7157894736842105,0.7105263157894737,0.2707774798927614,0.171875,0.11118442136218824,0.5740740740740741
Baylor University,Yes,0.1248411888446879,0.2009673242440399,0.36683970426301715,0.3473684210526316,0.6263736263736264,0.3104367699339766,0.02212044882070071,0.21229338842975207,0.3373266078184111,0.22459893048128343,0.16732824427480916,0.6631578947368421,0.6842105263157895,0.4289544235924933,0.59375,0.08138066243142873,0.5740740740740741
Beaver College,Yes,0.02253556328494366,0.029629065427679183,0.049237061507000156,0.23157894736842105,0.5164835164835165,0.02345733875063484,0.02372337989466453,0.5428719008264463,0.5706179066834804,0.1354723707664884,0.08396946564885496,0.7368421052631579,0.8552631578947368,0.26005361930294907,0.46875,0.10873376439760966,0.5833333333333334
Bellarmine College,Yes,0.015120904754962198,0.024183106100997793,0.04294478527607362,0.4,0.5934065934065934,0.03361477907567293,0.027662010533547058,0.3357438016528926,0.18442622950819673,0.2914438502673797,0.15877862595419848,0.6947368421052632,0.7631578947368421,0.28418230563002683,0.484375,0.06563990423586631,0.6851851851851852
Belmont Abbey College,Yes,0.01147605856747131,0.016071292558458374,0.014786849142677364,0.16842105263157894,0.2967032967032967,0.0180929405789741,0.005953743989008472,0.3440082644628099,0.483921815889029,0.09090909090909091,0.34045801526717556,0.7368421052631579,0.8026315789473685,0.2868632707774799,0.15625,0.08226666918016098,0.3888888888888889
Belmont University,Yes,0.023722741757440692,0.0343514357529134,0.07015887997483089,0.28421052631578947,0.6373626373626373,0.05792915185373286,0.028486375085871308,0.28202479338842973,0.2969735182849937,0.24688057040998218,0.09923664122137404,0.5578947368421052,0.4868421052631579,0.23056300268096516,0.296875,0.08347314645503044,0.3611111111111111
Beloit College,Yes,0.025805511007435486,0.03240917053850255,0.039169419537517694,0.2631578947368421,0.4945054945054945,0.030027932960893854,0.0036638424547744447,0.7212809917355372,0.28940731399747793,0.11541889483065954,0.07099236641221374,0.8315789473684211,0.9342105263157895,0.23056300268096516,0.40625,0.18419514769921014,0.5462962962962963
Bemidji State University,No,0.023472809447441317,0.03065732348236728,0.08038382885008652,0.11578947368421053,0.2967032967032967,0.11608049771457593,0.0376917792534921,0.10769628099173553,0.1450189155107188,0.25133689839572193,0.2366412213740458,0.5157894736842106,0.5,0.4584450402144773,0.25,0.010669783399626745,0.3333333333333333
Benedictine College,Yes,0.01147605856747131,0.02086983014700282,0.029416391379581564,0.1368421052631579,0.16483516483516483,0.01787074657186389,0.02289901534234028,0.37241735537190085,0.32629255989911726,0.11319073083778966,0.0,0.5894736842105263,0.7894736842105263,0.3109919571045577,0.28125,0.051576903500669215,0.4444444444444444
Bennington College,Yes,0.009122529314977194,0.009711326072054232,0.012427245556079911,0.25263157894736843,0.4835164835164835,0.010093956323006602,4.5798030684680556e-05,1.0,0.3656998738965952,0.22459893048128343,0.03816793893129771,0.28421052631578947,0.4605263157894737,0.2037533512064343,0.515625,0.2484212113785888,0.4166666666666667
Bentley College,Yes,0.07050173911232374,0.08599284027724884,0.09517067799276388,0.2,0.5604395604395604,0.09382935500253936,0.07016258300893062,0.5919421487603306,0.5879571248423707,0.23796791443850268,0.0916030534351145,0.8315789473684211,0.8289473684210527,0.4021447721179625,0.3125,0.1461911135408223,0.6666666666666666
Berry College,Yes,0.037010809572407474,0.04375809277172671,0.07000157306905773,0.37894736842105264,0.6483516483516484,0.04700990350431691,0.002198305472864667,0.2949380165289256,0.34047919293820933,0.11319073083778966,0.3244274809160305,0.7578947368421053,0.7368421052631579,0.3699731903485255,0.265625,0.13808509435029315,0.49074074074074076
Bethany College,Yes,0.016599670922458502,0.028334221951405288,0.02595563945257197,0.15789473684210525,0.3516483516483517,0.017997714575926867,0.0027936798717655142,0.3305785123966942,0.24952711223203025,0.20231729055258468,0.22137404580152673,0.5684210526315789,0.5789473684210527,0.24396782841823056,0.453125,0.08543367202669332,0.35185185185185186
Bethel College KS,Yes,0.0025201507924936997,0.004265366745372839,0.01368570080226522,0.18947368421052632,0.3626373626373626,0.012633316404266124,0.004579803068468056,0.3202479338842975,0.2837326607818411,0.1800356506238859,0.17557251908396945,0.5578947368421052,0.7368421052631579,0.16890080428954427,0.5,0.09685750372311347,0.42592592592592593
Bethel College,Yes,0.00876845854247808,0.011882093076395765,0.010854176498348278,0.10526315789473684,0.2087912087912088,0.006602336211274758,0.003343256239981681,0.1993801652892562,0.17654476670870115,0.22459893048128343,0.08396946564885496,0.5789473684210527,0.5131578947368421,0.24664879356568364,0.203125,0.08364280732180897,0.23148148148148148
Bethune Cookman College,Yes,0.03259533876241851,0.041054154924213576,0.07975460122699386,0.11578947368421053,0.23076923076923078,0.06313484002031489,0.0037096404854591253,0.14710743801652892,0.2547288776796974,0.24688057040998218,0.3435114503816794,0.42105263157894735,0.3157894736842105,0.3029490616621984,0.140625,0.06844873414142176,0.4444444444444444
Birmingham-Southern College,Yes,0.015079249369962302,0.01965115393403915,0.03964134025483719,0.6947368421052632,0.8681318681318682,0.03926485525647537,0.009434394321044195,0.48140495867768596,0.40116645649432536,0.1354723707664884,0.09923664122137404,0.6947368421052632,0.7236842105263158,0.3083109919571046,0.53125,0.10298414613455992,0.5740740740740741
Blackburn College,Yes,0.008726803157478183,0.010054078756950262,0.019034135598552777,0.25263157894736843,0.5054945054945055,0.008951244286439817,0.0011907487978016944,0.21487603305785125,0.1450189155107188,0.1800356506238859,0.11450381679389313,0.7157894736842105,0.6842105263157895,0.31635388739946385,0.828125,0.09785661771636474,0.37962962962962965
Bloomsburg Univ. of Pennsylvania,No,0.13937891820965156,0.11257521517251885,0.1557338367154318,0.14736842105263157,0.5054945054945055,0.18118334179786694,0.043279138997023126,0.28429752066115704,0.1841109709962169,0.1800356506238859,0.2183206106870229,0.6105263157894737,0.5789473684210527,0.41554959785522794,0.296875,0.07267140460346486,0.6018518518518519
Bluefield College,Yes,0.006164996979984587,0.010891918653362784,0.022966808242881862,0.14736842105263157,0.23076923076923078,0.016315388522092432,0.005862147927639111,0.2484504132231405,0.40510718789407313,0.15775401069518716,0.19083969465648856,0.5578947368421052,0.5657894736842105,0.41018766756032177,0.046875,0.0579297604011537,0.39814814814814814
Bluffton College,Yes,0.012725720117468186,0.01683296519156067,0.02737140160453044,0.2,0.45054945054945056,0.019711782630777046,0.0036638424547744447,0.390495867768595,0.3483606557377049,0.1354723707664884,0.09923664122137404,0.7157894736842105,0.618421052631579,0.289544235924933,0.296875,0.11097705808057005,0.4444444444444444
Boston University,Yes,0.4188657238664528,0.4926117754589078,0.593833569293692,0.4631578947368421,0.7802197802197802,0.4707973590655155,0.1425234714907259,0.8305785123966942,0.792875157629256,0.16889483065953653,0.1183206106870229,0.7578947368421053,0.75,0.2520107238605898,0.25,0.25731898128075104,0.5740740740740741
Bowdoin College,Yes,0.06821069293732947,0.03606519917739356,0.060248544911121596,0.7894736842105263,1.0,0.04288344337227019,0.0003205862147927639,0.8620867768595041,0.6470680958385876,0.6234402852049911,0.09541984732824428,0.8947368421052632,0.9473684210526315,0.23324396782841822,0.8125,0.32539069127377607,0.7962962962962963
Bowling Green State University,No,0.19098994022452254,0.27652524944778734,0.47837030045619,0.1368421052631579,0.3956043956043956,0.4304215337734891,0.05550721318983284,0.2640495867768595,0.24779319041614123,0.22459893048128343,0.22137404580152673,0.7684210526315789,0.8552631578947368,0.4986595174262735,0.21875,0.07035270609082511,0.5277777777777778
Bradford College,Yes,0.007539624684981151,0.009825576967019575,0.01824760106968696,0.042105263157894736,0.2967032967032967,0.009966988318943626,0.001877719258071903,0.606404958677686,0.7077553593947037,0.1800356506238859,0.09923664122137404,0.5157894736842106,0.7368421052631579,0.2064343163538874,0.328125,0.23000358172940977,0.3333333333333333
Bradley University,Yes,0.07677087455480808,0.1272754969913931,0.16139688532326568,0.30526315789473685,0.5384615384615384,0.13941086846114778,0.029402335699564918,0.440599173553719,0.4192938209331652,0.8484848484848485,0.19419847328244275,0.7052631578947368,0.75,0.31903485254691694,0.328125,0.08454766527796105,0.6944444444444444
Brandeis University,Yes,0.08549767771228625,0.10172138015081118,0.11090136857008023,0.49473684210526314,0.7472527472527473,0.08506856272219401,0.0027936798717655142,0.8801652892561983,0.7834174022698613,0.13992869875222816,0.11450381679389313,0.8631578947368421,0.9605263157894737,0.19571045576407511,0.375,0.2632382604105793,0.6851851851851852
Brenau University,Yes,0.005956720054985108,0.007692893594333156,0.019348749410099102,0.11578947368421053,0.3516483516483517,0.024695276790248858,0.021891458667277305,0.37458677685950414,0.6461223203026482,0.1800356506238859,0.06870229007633588,0.6631578947368421,0.7368421052631579,0.3002680965147453,0.1875,0.051821969197127074,0.3611111111111111
Brewton-Parker College,Yes,0.028221523337429447,0.044024678193312516,0.18357715903728172,0.09473684210526316,0.18681318681318682,0.0374873031995937,0.03760018319212274,0.10490702479338843,0.09300126103404792,0.1800356506238859,0.26717557251908397,0.5684210526315789,0.5,0.2707774798927614,0.15625,0.032310969517597606,0.07407407407407407
Briar Cliff College,Yes,0.0064774123674838065,0.010625333231776982,0.018876828692779613,0.15789473684210525,0.38461538461538464,0.019013458608430674,0.01964735516372796,0.4090909090909091,0.2864123581336696,0.22459893048128343,0.19083969465648856,0.3263157894736842,0.5526315789473685,0.28418230563002683,0.40625,0.09744189115312836,0.4444444444444444
Bridgewater College,Yes,0.015766563222460582,0.022888262624723894,0.04042787478370301,0.22105263157894736,0.4835164835164835,0.023552564753682073,0.00247309365697275,0.409349173553719,0.46421815889029006,0.20677361853832443,0.09541984732824428,0.631578947368421,0.6447368421052632,0.2868632707774799,0.375,0.10309725337907893,0.6666666666666666
Brigham Young University at Provo,Yes,0.15170891216962074,0.20298575672176097,0.7204656284410885,0.49473684210526314,0.8021978021978022,0.8646203656678517,0.05733913441722006,0.0,0.2837326607818411,0.3404634581105169,0.1480916030534351,0.7157894736842105,0.6842105263157895,0.482573726541555,0.625,0.0891662110958207,0.21296296296296297
Brown University,Yes,0.2604502947118489,0.12061086145174804,0.22447695453830424,0.9052631578947369,0.945054945054945,0.17470797359065515,0.015937714678268836,0.8878099173553718,0.6535308953341741,0.27807486631016043,0.1297709923664122,0.9578947368421052,1.0,0.13672922252010725,0.609375,0.32525873282183726,0.8055555555555556
Bryn Mawr College,Yes,0.028825526419927937,0.0281057201614746,0.04373131980493944,0.7368421052631579,0.945054945054945,0.030123158963941087,0.0006869704602702084,0.8174070247933884,0.7834174022698613,0.1800356506238859,0.1450381679389313,0.968421052631579,1.0,0.2627345844504022,0.765625,0.26887477142911004,0.7314814814814815
Bucknell University,Yes,0.13469268739716328,0.14247086602178383,0.13009281107440618,0.5052631578947369,0.8351648351648352,0.10084433722701878,0.0013739409205404168,0.8372933884297521,0.4681588902900378,0.3137254901960784,0.1450381679389313,0.9157894736842105,0.9605263157894737,0.3136729222520107,0.5625,0.19773031462665183,0.7685185185185185
Buena Vista College,Yes,0.016224772457459437,0.023459517099550613,0.03932672644329086,0.3263157894736842,0.6703296703296703,0.05678643981716607,0.020196931531944125,0.5664256198347107,0.31793820933165196,0.15775401069518716,0.10687022900763359,0.5684210526315789,0.5921052631578947,0.16890080428954427,0.15625,0.0593247497502215,0.6296296296296297
Butler University,Yes,0.04750796659238123,0.07483433620230025,0.10460909233915369,0.4105263157894737,0.6483516483516484,0.07833925850685627,0.006732310510648042,0.5573347107438017,0.45239596469104665,0.1800356506238859,0.20610687022900764,0.7263157894736842,0.75,0.22520107238605902,0.453125,0.1192338869304579,0.6759259259259259
Cabrini College,Yes,0.010788744714973028,0.016071292558458374,0.02973100519112789,0.07368421052631578,0.2087912087912088,0.028440832910106652,0.02038012365468285,0.42241735537190084,0.7046027742749055,0.09090909090909091,0.007633587786259542,0.5368421052631579,0.6842105263157895,0.37533512064343166,0.5625,0.07410409636737234,0.5648148148148148
Caldwell College,Yes,0.019369754024951575,0.020260492040520984,0.028000629227623093,0.16842105263157894,0.3626373626373626,0.017585068562722194,0.039706892603618045,0.33884297520661155,0.44451450189155106,0.14661319073083778,0.11450381679389313,0.8315789473684211,0.9473684210526315,0.3056300268096515,0.390625,0.0892793183403397,0.4166666666666667
California Lutheran University,Yes,0.010038947784974902,0.006664635539645061,0.03334906402391065,0.23157894736842105,0.4725274725274725,0.040883697308278316,0.01973895122509732,0.5480371900826446,0.5548549810844893,0.22994652406417113,0.04977099236641221,0.6736842105263158,0.6578947368421053,0.26541554959785524,0.265625,0.10931815182762455,0.46296296296296297
California Polytechnic-San Luis,No,0.16099806302459752,0.1426232005484043,0.25405065282365896,0.4842105263157895,0.7032967032967034,0.4054088369730828,0.06425463705060683,0.2603305785123967,0.48817780580075665,0.22994652406417113,0.28106870229007636,0.6736842105263158,0.75,0.4638069705093834,0.203125,0.09928930948027222,0.4537037037037037
California State University at Fresno,No,0.09287068085726782,0.12270546119277935,0.22778039955954066,0.042105263157894736,0.5604395604395604,0.42391442356526154,0.05738493244790474,0.2771694214876033,0.40794451450189156,0.22459893048128343,0.25587786259541984,0.8631578947368421,0.868421052631579,0.5013404825737265,0.125,0.07695062868776745,0.4722222222222222
Calvin College,Yes,0.035469560327411324,0.05484042958336507,0.1381154632688375,0.29473684210526313,0.5164835164835165,0.10354240731335704,0.006182734142431876,0.4075413223140496,0.3042244640605296,0.1354723707664884,0.1465648854961832,0.7052631578947368,0.75,0.3297587131367293,0.640625,0.0867155541312421,0.6574074074074074
Campbell University,Yes,0.04178035115489555,0.04825196130703024,0.09784489539090765,0.2,0.4945054945054945,0.09687658710005079,0.05509503091367071,0.26911157024793386,0.15920554854981084,0.22459893048128343,0.03816793893129771,0.7263157894736842,0.6973684210526315,0.517426273458445,0.53125,0.010424717703168888,0.49074074074074076
Campbellsville College,Yes,0.015974840147460062,0.019613070302384034,0.041371716218341986,0.25263157894736843,0.5054945054945055,0.02526663280853225,0.008381039615296543,0.1921487603305785,0.20334174022698612,0.22459893048128343,0.16030534351145037,0.5684210526315789,0.5526315789473685,0.4075067024128686,0.203125,0.0415669123607367,0.3611111111111111
Canisius College,Yes,0.05773436360985566,0.08077538274049813,0.11294635834513135,0.15789473684210525,0.27472527472527475,0.0901155408836973,0.01983054728646668,0.434400826446281,0.5611601513240857,0.1354723707664884,0.13435114503816795,0.8631578947368421,0.8947368421052632,0.32439678284182305,0.40625,0.09022187871133146,0.5
Capital University,Yes,0.03469893570491325,0.04988955746820017,0.06512505899008966,0.3473684210526316,0.6263736263736264,0.04834306754697816,0.043920311426608655,0.5532024793388429,0.349936948297604,0.1800356506238859,0.08396946564885496,0.5894736842105263,0.5921052631578947,0.257372654155496,0.421875,0.12010104247177032,0.6759259259259259
Capitol College,Yes,0.0003957261574990107,0.0006855053697920634,0.0,0.09473684210526316,0.4725274725274725,0.004539106145251397,0.015113350125944584,0.3130165289256198,0.1626733921815889,0.09090909090909091,0.2876335877862595,0.021052631578947368,0.34210526315789475,0.257372654155496,0.375,0.0902972835410108,0.3888888888888889
Carleton College,Yes,0.05442276050236394,0.05739203290425775,0.0714173352210162,0.7789473684210526,0.9230769230769231,0.05494540375825292,0.0005037783375314861,0.8756198347107438,0.3431588902900378,0.20231729055258468,0.04580152671755725,0.7684210526315789,0.9078947368421053,0.2117962466487936,0.9375,0.27850773842064586,0.75
